loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,loan_status,default
8804,60 months,15.43,C,< 1 year,OWN,104065.51,other,TX,9.24,1,81.56,Charged Off,1
7565,36 months,6.27,G,1 year,RENT,73435.39,debt_consolidation,CA,27.24,0,17.56,Fully Paid,0
6984,36 months,21.63,D,5 years,OWN,38162.04,credit_card,TX,31.0,0,72.82,Fully Paid,0
22526,60 months,16.98,G,< 1 year,RENT,92841.35,car,CA,19.19,0,46.37,Fully Paid,0
19574,60 months,7.3,A,< 1 year,MORTGAGE,63202.15,debt_consolidation,TX,24.9,0,32.99,Fully Paid,0
10184,36 months,6.88,E,3 years,RENT,88973.78,debt_consolidation,TX,18.52,0,9.75,Fully Paid,0
20096,36 months,23.19,E,1 year,OWN,75504.22,other,CA,35.82,2,51.29,Fully Paid,0
3192,36 months,18.38,G,2 years,OWN,44137.64,credit_card,TX,20.17,0,38.77,Charged Off,1
12246,36 months,21.59,B,5 years,MORTGAGE,78285.9,car,FL,33.75,0,28.89,Fully Paid,0
19381,60 months,22.58,B,1 year,OWN,118924.46,debt_consolidation,IL,32.15,2,70.99,Fully Paid,0
27727,60 months,16.44,F,5 years,RENT,84859.73,car,NY,16.71,1,78.1,Fully Paid,0
5018,60 months,15.35,F,< 1 year,MORTGAGE,73849.64,home_improvement,TX,9.59,0,28.26,Fully Paid,0
12302,60 months,13.61,E,3 years,OWN,96506.87,debt_consolidation,TX,16.54,0,9.7,Fully Paid,0
2970,60 months,11.34,A,3 years,OWN,79213.37,debt_consolidation,NY,33.14,0,85.63,Fully Paid,0
28202,36 months,13.69,C,10+ years,RENT,79190.68,home_improvement,TX,9.49,0,5.95,Fully Paid,0
32110,60 months,20.48,C,2 years,RENT,53167.5,other,NY,21.22,0,94.03,Fully Paid,0
18586,60 months,17.04,F,3 years,MORTGAGE,79676.96,debt_consolidation,CA,32.34,1,64.62,Fully Paid,0
25519,60 months,22.85,A,< 1 year,OWN,95708.87,car,FL,14.46,0,35.58,Fully Paid,0
32273,60 months,13.87,F,2 years,RENT,58278.76,credit_card,FL,25.87,0,28.42,Charged Off,1
22951,60 months,17.14,C,1 year,MORTGAGE,103489.92,car,IL,10.2,0,5.86,Fully Paid,0
16374,36 months,17.63,G,3 years,OWN,73165.88,other,TX,4.82,0,27.37,Fully Paid,0
6788,36 months,16.83,F,2 years,OWN,57244.61,credit_card,IL,31.88,0,18.08,Fully Paid,0
6408,36 months,19.05,D,< 1 year,MORTGAGE,94952.64,car,CA,4.41,0,63.16,Fully Paid,0
26053,60 months,9.75,G,10+ years,MORTGAGE,69264.12,car,FL,11.22,0,20.82,Fully Paid,0
10446,36 months,15.25,F,5 years,RENT,90190.3,home_improvement,CA,34.28,0,55.22,Fully Paid,0
1922,36 months,7.08,E,5 years,OWN,69164.83,other,CA,14.19,0,61.06,Fully Paid,0
34187,60 months,12.69,F,< 1 year,OWN,73803.48,home_improvement,TX,38.94,1,33.31,Fully Paid,0
11789,60 months,14.75,E,< 1 year,OWN,84871.2,credit_card,CA,39.2,0,8.33,Charged Off,1
33184,60 months,18.04,A,5 years,MORTGAGE,80817.94,home_improvement,FL,11.1,0,8.54,Fully Paid,0
2120,36 months,24.01,C,10+ years,RENT,35089.36,other,IL,2.12,0,7.5,Charged Off,1
33154,36 months,17.01,G,2 years,OWN,52575.13,debt_consolidation,FL,28.35,0,75.22,Fully Paid,0
18334,60 months,19.87,G,5 years,MORTGAGE,93588.2,debt_consolidation,TX,18.31,0,35.21,Fully Paid,0
3336,60 months,15.13,B,< 1 year,OWN,72357.27,credit_card,FL,4.48,0,80.65,Fully Paid,0
3243,36 months,17.68,B,3 years,RENT,64525.37,debt_consolidation,NY,28.45,0,46.01,Charged Off,1
20029,36 months,6.42,C,1 year,OWN,47828.52,home_improvement,IL,1.73,1,48.03,Charged Off,1
33265,60 months,10.09,B,10+ years,RENT,53405.27,credit_card,NY,34.87,0,53.72,Fully Paid,0
24710,60 months,12.24,G,10+ years,RENT,34564.03,other,NY,5.98,0,72.74,Fully Paid,0
30486,36 months,14.45,F,3 years,OWN,72974.39,credit_card,TX,5.53,2,30.98,Fully Paid,0
7371,60 months,5.91,A,3 years,OWN,63031.25,credit_card,CA,7.44,1,16.55,Fully Paid,0
7359,36 months,7.8,A,< 1 year,RENT,55668.24,car,NY,38.43,2,57.83,Fully Paid,0
21103,36 months,10.54,C,5 years,MORTGAGE,73637.53,car,FL,27.88,1,36.06,Charged Off,1
15382,36 months,24.43,B,2 years,RENT,82279.41,credit_card,CA,32.15,0,47.04,Fully Paid,0
19755,36 months,11.63,F,10+ years,OWN,116863.96,debt_consolidation,FL,16.21,0,66.46,Fully Paid,0
4756,60 months,14.64,A,10+ years,OWN,44762.33,car,FL,13.78,1,51.94,Fully Paid,0
21609,60 months,8.92,A,3 years,MORTGAGE,98187.62,other,CA,9.76,0,63.93,Fully Paid,0
17478,36 months,17.22,D,5 years,RENT,94462.03,home_improvement,CA,19.49,1,56.7,Fully Paid,0
11147,36 months,10.61,D,10+ years,RENT,59418.15,car,FL,22.3,0,75.28,Fully Paid,0
34561,36 months,9.14,G,2 years,RENT,79064.72,credit_card,TX,25.46,0,72.06,Charged Off,1
6779,36 months,15.33,A,3 years,OWN,65847.34,debt_consolidation,IL,10.66,0,55.75,Fully Paid,0
13298,36 months,5.11,C,2 years,RENT,78713.77,home_improvement,IL,37.97,0,69.5,Fully Paid,0
15153,60 months,5.15,E,5 years,MORTGAGE,105182.62,car,TX,7.21,0,87.99,Fully Paid,0
11789,60 months,9.38,E,10+ years,OWN,87112.12,debt_consolidation,CA,38.64,2,46.07,Fully Paid,0
13999,60 months,5.73,F,1 year,OWN,85172.17,debt_consolidation,FL,1.09,0,44.21,Fully Paid,0
1814,60 months,7.16,A,10+ years,RENT,66393.81,debt_consolidation,IL,19.5,0,77.6,Fully Paid,0
11541,36 months,11.78,A,5 years,MORTGAGE,45318.87,credit_card,FL,13.67,1,60.34,Fully Paid,0
25938,36 months,21.05,G,10+ years,OWN,70830.64,other,TX,18.24,0,11.75,Charged Off,1
3443,36 months,16.44,A,10+ years,OWN,99132.16,debt_consolidation,FL,23.04,1,89.75,Fully Paid,0
11457,36 months,15.25,C,< 1 year,RENT,44456.64,home_improvement,TX,17.71,0,7.92,Fully Paid,0
11380,36 months,10.87,D,10+ years,RENT,53898.21,car,CA,16.89,1,76.1,Charged Off,1
8783,60 months,23.64,A,10+ years,MORTGAGE,77525.35,home_improvement,TX,29.44,0,77.09,Fully Paid,0
18368,36 months,12.94,A,2 years,RENT,55306.9,credit_card,TX,27.59,1,95.55,Charged Off,1
16328,60 months,6.74,G,1 year,MORTGAGE,59149.53,credit_card,IL,33.41,1,10.14,Fully Paid,0
27215,60 months,17.34,B,2 years,OWN,66528.03,home_improvement,FL,10.37,4,61.7,Fully Paid,0
34595,60 months,7.28,G,2 years,MORTGAGE,47687.65,other,IL,24.58,0,45.64,Charged Off,1
28306,60 months,11.9,G,3 years,MORTGAGE,55517.56,credit_card,NY,23.62,0,36.41,Charged Off,1
20915,36 months,15.15,C,< 1 year,MORTGAGE,89068.56,credit_card,TX,15.1,2,13.58,Fully Paid,0
16343,60 months,22.48,F,2 years,OWN,48852.6,home_improvement,NY,19.7,4,58.45,Fully Paid,0
1126,60 months,14.87,A,5 years,RENT,43042.56,credit_card,IL,12.89,0,50.51,Fully Paid,0
28632,60 months,19.05,G,5 years,OWN,62399.5,other,FL,6.1,0,14.93,Charged Off,1
21530,36 months,24.86,G,10+ years,RENT,89639.11,other,IL,8.95,0,63.19,Fully Paid,0
4368,36 months,7.63,B,3 years,MORTGAGE,71061.56,other,FL,4.67,1,75.11,Charged Off,1
4797,36 months,10.49,G,< 1 year,MORTGAGE,65708.38,car,FL,27.48,1,77.89,Fully Paid,0
14718,60 months,12.89,E,< 1 year,MORTGAGE,75887.18,other,CA,26.6,0,91.01,Fully Paid,0
12053,60 months,13.44,F,10+ years,MORTGAGE,40085.85,other,TX,38.05,0,43.9,Fully Paid,0
23116,36 months,13.22,A,5 years,MORTGAGE,84894.11,car,IL,29.32,0,95.54,Fully Paid,0
2645,60 months,23.15,A,1 year,RENT,82668.7,debt_consolidation,FL,2.56,0,87.22,Charged Off,1
20256,36 months,19.28,B,3 years,RENT,66813.83,credit_card,IL,35.43,0,33.17,Fully Paid,0
3708,36 months,17.16,C,10+ years,MORTGAGE,95118.49,other,IL,34.58,0,20.13,Charged Off,1
12694,60 months,11.19,A,3 years,OWN,52450.08,credit_card,FL,18.01,0,46.36,Fully Paid,0
10524,60 months,21.48,E,5 years,OWN,97558.18,home_improvement,NY,23.64,0,43.18,Fully Paid,0
32880,60 months,24.1,A,5 years,MORTGAGE,78089.87,credit_card,TX,39.06,1,59.69,Charged Off,1
33409,60 months,21.42,E,1 year,RENT,68268.95,car,TX,21.53,0,60.42,Fully Paid,0
14224,36 months,5.03,F,1 year,OWN,74602.53,credit_card,CA,36.26,0,76.25,Fully Paid,0
26150,36 months,17.73,F,< 1 year,OWN,72854.7,credit_card,CA,3.78,1,53.44,Fully Paid,0
8973,36 months,6.02,D,3 years,OWN,99405.66,credit_card,CA,8.05,0,14.96,Charged Off,1
9577,36 months,10.15,D,3 years,MORTGAGE,53466.42,debt_consolidation,TX,17.91,1,86.54,Charged Off,1
9070,36 months,6.19,E,5 years,OWN,59749.62,debt_consolidation,NY,23.6,1,34.43,Fully Paid,0
9666,60 months,17.08,C,< 1 year,OWN,95726.06,home_improvement,TX,32.74,0,97.27,Charged Off,1
7783,36 months,18.73,A,10+ years,OWN,63089.3,car,TX,39.54,0,16.2,Fully Paid,0
5971,36 months,7.29,G,3 years,OWN,93010.66,credit_card,TX,15.86,1,96.03,Fully Paid,0
14490,36 months,12.68,A,< 1 year,RENT,108988.72,credit_card,TX,2.37,0,13.65,Charged Off,1
2990,60 months,14.12,D,< 1 year,MORTGAGE,66964.1,credit_card,NY,32.15,0,26.95,Fully Paid,0
6299,60 months,12.38,G,5 years,MORTGAGE,88627.25,credit_card,CA,24.37,0,9.43,Charged Off,1
20956,60 months,7.42,E,< 1 year,RENT,51926.15,debt_consolidation,IL,8.34,0,71.99,Fully Paid,0
23359,60 months,13.38,G,1 year,RENT,90094.67,home_improvement,CA,20.05,1,85.78,Fully Paid,0
29734,36 months,20.02,A,1 year,MORTGAGE,78988.48,other,CA,29.82,0,46.24,Fully Paid,0
5757,36 months,6.42,A,2 years,OWN,84460.77,car,IL,30.93,0,93.21,Fully Paid,0
20097,60 months,6.6,C,5 years,OWN,62088.56,credit_card,TX,20.23,1,61.08,Fully Paid,0
11395,60 months,12.1,B,10+ years,MORTGAGE,41778.33,home_improvement,NY,12.56,0,64.85,Fully Paid,0
17241,36 months,23.83,G,2 years,OWN,85065.04,other,NY,38.96,0,85.31,Fully Paid,0
28696,36 months,18.37,D,1 year,RENT,33731.94,home_improvement,CA,26.7,1,33.2,Fully Paid,0
5944,60 months,18.57,D,2 years,OWN,68652.99,debt_consolidation,IL,16.63,1,38.66,Fully Paid,0
20816,60 months,12.24,B,5 years,OWN,93823.64,other,FL,11.58,0,91.07,Fully Paid,0
25917,60 months,16.87,A,5 years,OWN,78837.95,home_improvement,TX,29.38,1,90.59,Fully Paid,0
32195,60 months,5.2,C,< 1 year,MORTGAGE,113966.85,debt_consolidation,CA,10.07,2,97.77,Fully Paid,0
22566,36 months,17.72,C,3 years,RENT,95502.18,home_improvement,NY,7.28,1,90.67,Charged Off,1
10916,36 months,23.27,D,< 1 year,OWN,61922.03,home_improvement,IL,21.43,1,17.1,Fully Paid,0
21806,36 months,17.25,C,5 years,MORTGAGE,75546.27,other,IL,11.95,0,83.25,Charged Off,1
10984,60 months,22.47,F,1 year,OWN,74052.59,debt_consolidation,CA,25.34,1,43.93,Fully Paid,0
2759,60 months,19.48,B,10+ years,RENT,43356.46,credit_card,FL,5.16,0,99.13,Fully Paid,0
27838,36 months,7.41,A,1 year,OWN,56192.02,car,NY,26.37,0,49.87,Charged Off,1
3482,36 months,23.05,F,< 1 year,RENT,63784.78,other,CA,11.69,0,57.61,Fully Paid,0
25442,36 months,6.33,B,10+ years,OWN,34275.59,debt_consolidation,FL,0.51,0,55.33,Fully Paid,0
34719,36 months,15.68,E,5 years,RENT,75949.87,home_improvement,IL,5.51,0,35.57,Fully Paid,0
28965,60 months,7.84,G,1 year,OWN,70018.56,debt_consolidation,TX,37.38,0,12.13,Fully Paid,0
3079,36 months,5.23,D,5 years,RENT,41542.12,car,NY,34.76,0,90.09,Fully Paid,0
3717,36 months,13.44,C,10+ years,OWN,83084.26,car,NY,9.73,0,81.25,Fully Paid,0
28952,36 months,10.9,E,10+ years,OWN,89317.45,credit_card,FL,31.25,0,18.26,Fully Paid,0
21908,36 months,14.72,C,1 year,MORTGAGE,79540.69,credit_card,CA,24.54,0,78.79,Fully Paid,0
25861,36 months,16.54,F,5 years,MORTGAGE,68518.64,car,IL,38.85,0,64.46,Charged Off,1
8311,36 months,5.87,A,2 years,RENT,86828.84,other,FL,15.26,1,43.87,Fully Paid,0
29071,36 months,7.46,A,5 years,OWN,88604.41,other,TX,27.42,2,29.13,Fully Paid,0
24570,60 months,16.17,A,10+ years,RENT,81148.07,home_improvement,TX,3.01,1,86.67,Charged Off,1
19449,60 months,11.86,C,5 years,MORTGAGE,58507.75,credit_card,TX,16.15,0,71.52,Fully Paid,0
34536,60 months,19.58,E,< 1 year,RENT,80532.02,home_improvement,FL,38.57,0,57.04,Fully Paid,0
29865,60 months,18.05,A,2 years,RENT,98909.61,credit_card,IL,21.79,1,62.91,Fully Paid,0
7645,36 months,21.91,E,3 years,MORTGAGE,63067.42,car,NY,11.87,1,13.65,Fully Paid,0
27737,60 months,18.85,C,< 1 year,OWN,116958.79,other,CA,5.25,1,50.02,Fully Paid,0
12485,60 months,13.6,F,3 years,RENT,64487.38,other,NY,28.29,0,23.4,Fully Paid,0
26522,36 months,18.46,E,1 year,MORTGAGE,75648.14,car,IL,25.97,0,24.8,Charged Off,1
13342,36 months,10.51,F,3 years,OWN,61550.29,home_improvement,NY,15.27,1,67.82,Charged Off,1
14087,60 months,11.13,C,5 years,MORTGAGE,79465.42,home_improvement,FL,38.06,0,91.57,Charged Off,1
11093,60 months,20.78,C,3 years,RENT,40155.57,debt_consolidation,TX,1.38,1,43.36,Fully Paid,0
17438,36 months,13.93,D,10+ years,OWN,64079.16,credit_card,IL,12.5,0,24.74,Fully Paid,0
27399,60 months,20.97,C,< 1 year,OWN,53157.58,home_improvement,IL,36.88,0,66.63,Fully Paid,0
20846,36 months,21.45,C,< 1 year,MORTGAGE,77706.77,car,NY,13.18,0,87.76,Fully Paid,0
16708,36 months,22.15,B,3 years,MORTGAGE,94888.95,home_improvement,FL,10.46,0,76.09,Fully Paid,0
11998,36 months,23.33,A,< 1 year,MORTGAGE,87920.12,other,NY,21.6,0,87.53,Fully Paid,0
31678,36 months,13.62,D,10+ years,OWN,27566.81,credit_card,NY,33.04,1,55.97,Charged Off,1
11682,60 months,11.38,G,< 1 year,OWN,115841.39,debt_consolidation,IL,4.57,0,76.43,Fully Paid,0
9519,36 months,16.64,D,3 years,RENT,80905.6,credit_card,NY,37.75,0,18.31,Fully Paid,0
32480,36 months,12.42,D,2 years,OWN,59470.02,other,TX,31.91,0,38.09,Charged Off,1
20694,60 months,17.02,G,2 years,RENT,78142.56,other,NY,7.66,0,42.01,Fully Paid,0
4300,36 months,19.11,B,1 year,MORTGAGE,78523.8,other,TX,28.62,0,53.57,Fully Paid,0
7722,60 months,18.77,F,< 1 year,MORTGAGE,61663.03,other,IL,15.71,0,93.26,Fully Paid,0
25160,60 months,12.49,C,3 years,OWN,78958.33,car,FL,16.39,2,88.06,Fully Paid,0
21059,60 months,8.34,A,< 1 year,MORTGAGE,62850.55,debt_consolidation,TX,31.44,0,17.78,Charged Off,1
14575,36 months,13.61,E,5 years,MORTGAGE,66912.76,other,FL,38.53,0,21.42,Fully Paid,0
8970,60 months,7.85,G,10+ years,OWN,61274.42,other,FL,5.5,1,38.98,Fully Paid,0
22591,60 months,22.8,F,< 1 year,RENT,46346.57,home_improvement,TX,17.11,0,32.62,Fully Paid,0
32821,36 months,11.92,G,< 1 year,OWN,77916.73,debt_consolidation,IL,19.5,1,63.4,Fully Paid,0
10503,60 months,8.09,C,2 years,RENT,86705.99,credit_card,CA,15.36,0,90.76,Fully Paid,0
19922,60 months,5.51,B,10+ years,OWN,85297.67,debt_consolidation,FL,14.85,0,96.42,Fully Paid,0
13175,60 months,17.92,G,3 years,OWN,91398.51,debt_consolidation,FL,2.56,0,67.09,Fully Paid,0
22389,60 months,17.74,C,< 1 year,MORTGAGE,81486.8,debt_consolidation,IL,27.58,0,84.63,Fully Paid,0
1822,60 months,11.81,C,2 years,OWN,64345.49,other,IL,17.73,0,54.89,Fully Paid,0
18327,36 months,6.43,B,1 year,OWN,91793.28,other,NY,8.19,0,24.79,Fully Paid,0
7150,60 months,13.19,D,10+ years,RENT,47849.65,car,IL,32.73,0,54.85,Fully Paid,0
5425,60 months,11.22,D,2 years,MORTGAGE,56986.57,credit_card,FL,32.2,1,57.73,Charged Off,1
17032,36 months,18.54,A,2 years,RENT,55716.0,home_improvement,TX,19.71,0,75.53,Charged Off,1
3198,36 months,17.12,A,2 years,RENT,96601.12,debt_consolidation,CA,12.29,1,25.89,Fully Paid,0
21079,36 months,12.29,D,< 1 year,MORTGAGE,93855.77,credit_card,NY,25.7,1,39.99,Charged Off,1
14859,60 months,9.36,F,< 1 year,MORTGAGE,84746.1,credit_card,TX,11.88,0,39.58,Fully Paid,0
32419,36 months,24.76,E,1 year,MORTGAGE,96438.6,car,CA,9.82,1,96.15,Fully Paid,0
9705,60 months,14.08,C,5 years,OWN,57414.34,home_improvement,CA,29.36,0,47.17,Fully Paid,0
24236,60 months,18.77,E,5 years,MORTGAGE,81971.9,debt_consolidation,CA,2.09,1,76.73,Fully Paid,0
23419,36 months,7.81,C,5 years,MORTGAGE,72496.51,home_improvement,TX,4.24,2,76.33,Fully Paid,0
20978,36 months,14.71,D,10+ years,MORTGAGE,91937.64,car,NY,0.77,2,30.23,Fully Paid,0
16358,60 months,5.55,A,10+ years,RENT,72695.52,other,NY,6.54,0,59.33,Charged Off,1
30378,36 months,15.11,F,1 year,RENT,67301.14,credit_card,CA,3.23,0,89.96,Charged Off,1
12382,60 months,24.28,A,10+ years,OWN,85818.17,debt_consolidation,TX,39.83,0,50.14,Fully Paid,0
15596,36 months,12.68,E,5 years,RENT,92523.38,other,CA,11.91,1,94.79,Fully Paid,0
34572,36 months,5.78,A,5 years,OWN,61633.1,car,IL,6.4,0,25.37,Fully Paid,0
14221,36 months,5.62,D,2 years,RENT,73778.49,home_improvement,NY,10.02,0,12.05,Fully Paid,0
2279,60 months,12.76,F,10+ years,MORTGAGE,53831.19,credit_card,FL,37.48,1,89.69,Fully Paid,0
8083,36 months,8.2,E,< 1 year,RENT,25038.78,debt_consolidation,CA,21.05,0,85.53,Fully Paid,0
18771,60 months,5.47,F,< 1 year,OWN,79009.19,other,IL,14.91,0,99.3,Fully Paid,0
30975,60 months,20.12,C,2 years,RENT,87178.11,other,NY,35.0,1,69.54,Charged Off,1
20063,60 months,14.17,A,2 years,MORTGAGE,80241.34,credit_card,TX,16.1,1,93.99,Fully Paid,0
3106,60 months,10.78,F,2 years,OWN,36008.77,home_improvement,NY,13.73,0,83.56,Fully Paid,0
25557,36 months,23.0,B,< 1 year,MORTGAGE,67983.01,car,TX,8.69,1,85.22,Fully Paid,0
21607,60 months,7.32,A,5 years,MORTGAGE,30633.04,home_improvement,TX,15.42,0,59.07,Fully Paid,0
29529,60 months,24.12,C,2 years,OWN,102394.02,home_improvement,CA,13.01,0,41.32,Charged Off,1
28856,36 months,11.28,F,1 year,MORTGAGE,53278.91,home_improvement,CA,27.25,0,93.78,Fully Paid,0
3573,60 months,22.77,E,2 years,MORTGAGE,100108.07,credit_card,NY,11.94,0,46.05,Charged Off,1
13808,36 months,17.06,C,3 years,RENT,93917.39,credit_card,IL,23.3,0,56.19,Charged Off,1
24752,60 months,21.53,B,2 years,MORTGAGE,56988.19,car,NY,3.1,0,47.38,Fully Paid,0
18685,36 months,24.68,F,< 1 year,MORTGAGE,52344.3,home_improvement,FL,8.06,0,58.66,Fully Paid,0
12372,60 months,10.77,G,10+ years,MORTGAGE,82007.4,credit_card,TX,16.59,1,49.7,Charged Off,1
9996,36 months,24.22,G,2 years,MORTGAGE,58113.52,car,TX,37.51,0,9.56,Charged Off,1
17458,60 months,12.79,D,10+ years,OWN,77049.69,car,CA,15.4,0,88.79,Fully Paid,0
32889,60 months,12.71,A,3 years,RENT,65343.45,home_improvement,IL,26.73,0,47.22,Fully Paid,0
27665,36 months,11.81,E,1 year,MORTGAGE,39376.83,debt_consolidation,CA,10.58,0,60.95,Fully Paid,0
32653,36 months,15.83,D,10+ years,MORTGAGE,30390.64,home_improvement,FL,5.52,0,18.22,Fully Paid,0
27657,36 months,8.08,F,5 years,OWN,79533.68,debt_consolidation,NY,2.81,0,5.32,Fully Paid,0
23180,36 months,16.07,G,2 years,MORTGAGE,63768.85,car,NY,12.56,0,28.3,Charged Off,1
32896,60 months,15.83,G,3 years,OWN,63938.2,credit_card,IL,6.73,0,71.94,Fully Paid,0
13875,60 months,20.24,G,3 years,RENT,88917.28,other,CA,7.37,0,14.42,Fully Paid,0
2622,36 months,21.67,F,10+ years,RENT,98468.85,car,CA,30.55,1,91.34,Fully Paid,0
17725,60 months,13.81,G,1 year,MORTGAGE,69549.11,credit_card,FL,1.13,1,25.43,Fully Paid,0
16646,36 months,11.05,C,< 1 year,MORTGAGE,68188.03,car,NY,22.53,0,24.44,Fully Paid,0
18029,36 months,10.19,F,2 years,MORTGAGE,85002.86,home_improvement,CA,15.49,0,22.24,Charged Off,1
30402,60 months,8.89,E,3 years,OWN,47861.29,debt_consolidation,IL,20.51,0,6.33,Fully Paid,0
5263,60 months,6.15,D,1 year,MORTGAGE,79463.06,car,NY,22.73,0,78.32,Fully Paid,0
31987,60 months,11.85,E,5 years,MORTGAGE,86037.72,credit_card,FL,12.88,0,88.13,Fully Paid,0
9646,60 months,10.4,B,3 years,RENT,88604.6,home_improvement,IL,12.16,1,63.35,Fully Paid,0
28529,60 months,24.33,G,1 year,MORTGAGE,36264.95,other,TX,29.47,0,22.88,Fully Paid,0
12664,60 months,16.15,B,< 1 year,RENT,59772.89,home_improvement,FL,34.92,1,32.1,Fully Paid,0
25027,60 months,11.95,A,< 1 year,MORTGAGE,57434.73,debt_consolidation,IL,8.11,0,50.21,Fully Paid,0
30373,36 months,16.61,A,3 years,RENT,76997.74,home_improvement,CA,4.36,1,95.66,Fully Paid,0
21609,36 months,7.78,B,3 years,MORTGAGE,84614.89,other,TX,35.96,0,28.5,Fully Paid,0
20250,36 months,13.88,F,10+ years,RENT,104934.21,credit_card,FL,14.32,0,74.51,Fully Paid,0
22172,36 months,17.52,E,2 years,OWN,65100.69,car,CA,22.28,0,46.75,Charged Off,1
12555,36 months,14.78,B,1 year,RENT,65048.55,debt_consolidation,TX,14.7,1,33.3,Fully Paid,0
22874,60 months,13.04,A,3 years,RENT,97993.44,other,NY,5.47,0,48.31,Fully Paid,0
14081,36 months,24.88,B,2 years,RENT,80931.54,debt_consolidation,CA,23.78,0,11.76,Fully Paid,0
25063,36 months,22.61,F,10+ years,MORTGAGE,100353.03,home_improvement,IL,21.24,0,80.88,Fully Paid,0
7819,36 months,17.47,B,2 years,MORTGAGE,80774.56,debt_consolidation,FL,8.52,0,28.11,Fully Paid,0
26712,36 months,16.39,E,3 years,MORTGAGE,51857.67,other,TX,18.35,0,73.91,Fully Paid,0
25762,36 months,17.41,D,< 1 year,OWN,48337.43,car,CA,31.98,1,11.49,Fully Paid,0
12046,36 months,9.03,F,1 year,OWN,43969.76,car,NY,23.82,0,95.73,Fully Paid,0
32463,36 months,12.9,A,1 year,RENT,88241.04,debt_consolidation,FL,4.33,0,23.34,Charged Off,1
29769,60 months,5.79,E,< 1 year,OWN,98771.94,credit_card,FL,22.15,0,88.86,Fully Paid,0
24150,60 months,14.51,B,3 years,RENT,111987.24,debt_consolidation,CA,28.26,0,81.9,Fully Paid,0
3711,36 months,15.86,B,1 year,RENT,91862.11,home_improvement,NY,31.81,2,96.95,Fully Paid,0
5853,60 months,9.55,D,3 years,RENT,98256.77,car,TX,25.35,0,50.4,Charged Off,1
30077,60 months,24.28,A,10+ years,OWN,63399.67,car,CA,6.53,1,74.1,Charged Off,1
24863,60 months,23.19,A,3 years,MORTGAGE,51871.68,car,TX,28.55,0,40.22,Fully Paid,0
22792,60 months,19.44,C,2 years,OWN,92001.59,credit_card,FL,27.26,0,22.51,Fully Paid,0
9942,36 months,15.67,A,< 1 year,RENT,83353.62,credit_card,TX,1.46,1,47.09,Fully Paid,0
2762,60 months,22.4,D,3 years,RENT,77148.89,other,NY,16.76,2,20.75,Fully Paid,0
32987,60 months,7.61,G,10+ years,OWN,82747.43,debt_consolidation,IL,13.65,1,98.29,Fully Paid,0
